Mod:Item:MetaData, Localized Name
minecraft:spawn_egg:6408, 生成 报死女妖
minecraft:spawn_egg:6409, 生成 幽灵
minecraft:spawn_egg:6410, 生成 死神
minecraft:spawn_egg:6411, 生成 狩巫人
minecraft:spawn_egg:6412, 生成 痛苦之王
minecraft:spawn_egg:6413, 生成 烈焰小鬼
minecraft:spawn_egg:6414, 生成 矿德拉草
minecraft:spawn_egg:6415, 生成 妖精
minecraft:spawn_egg:6416, 生成 莫哥
minecraft:spawn_egg:6417, 生成 瓜哥
minecraft:spawn_egg:6418, 生成 Shade of Leonard
minecraft:spawn_egg:6419, 生成 Lost Soul
minecraft:spawn_egg:6420, 生成 Werewolf
minecraft:spawn_egg:6421, 生成 Hellhound
minecraft:spawn_egg:6422, 生成 Villager
minecraft:spawn_egg:6423, 生成 Guard
minecraft:spawn_egg:6424, 生成 Vampire
minecraft:spawn_egg:6425, 生成 Lilith
minecraft:spawn_egg:6426, 生成 Winged Monkey
minecraft:spawn_egg:6427, 生成 Reflection
minecraft:experience_bottle, 附魔之瓶
minecraft:fire_charge, 火焰弹
minecraft:writable_book, 书与笔
minecraft:written_book, 成书
minecraft:emerald, 绿宝石
minecraft:item_frame, 物品展示框
minecraft:flower_pot, 花盆
minecraft:carrot, 胡萝卜
minecraft:potato, 马铃薯
minecraft:baked_potato, 烤马铃薯
minecraft:poisonous_potato, 毒马铃薯
minecraft:map, 空地图
minecraft:golden_carrot, 金萝卜
minecraft:skull:0, 骷髅头颅
minecraft:skull:1, 凋灵骷髅头颅
minecraft:skull:2, 僵尸的头
minecraft:skull:3, 头
minecraft:skull:4, 爬行者的头
minecraft:carrot_on_a_stick, 萝卜钓竿
minecraft:nether_star, 下界之星
minecraft:pumpkin_pie, 南瓜派
minecraft:fireworks, 烟花火箭
minecraft:firework_charge, 烟火之星
minecraft:enchanted_book, 附魔书
minecraft:comparator, 红石比较器
minecraft:netherbrick, 地狱砖
minecraft:quartz, 下界石英
minecraft:tnt_minecart, TNT车
minecraft:hopper_minecart, 漏斗车
Thaumcraft:blockCustomOre:0, 朱砂矿石
Thaumcraft:blockCustomOre:1, 风之蕴魔石
Thaumcraft:blockCustomOre:2, 火之蕴魔石
Thaumcraft:blockCustomOre:3, 水之蕴魔石
Thaumcraft:blockCustomOre:4, 地之蕴魔石
Thaumcraft:blockCustomOre:5, 秩序蕴魔石
Thaumcraft:blockCustomOre:6, 混沌蕴魔石
Thaumcraft:blockCustomOre:7, 琥珀矿石
Thaumcraft:blockMagicalLog:0, 宏伟之木原木
Thaumcraft:blockMagicalLog:1, 银树原木
Thaumcraft:blockMagicalLeaves:0, 宏伟之木树叶
Thaumcraft:blockMagicalLeaves:1, 银树树叶
Thaumcraft:blockCustomPlant:0, 宏伟之木树苗
Thaumcraft:blockCustomPlant:1, 银树树苗
Thaumcraft:blockCustomPlant:2, 水银花
Thaumcraft:blockCustomPlant:3, 火焰草
Thaumcraft:blockCustomPlant:4, 天域花
Thaumcraft:blockCustomPlant:5, 纤毛菇
Thaumcraft:blockTaint:0, 陈年污点
Thaumcraft:blockTaint:1, 腐化泥土
Thaumcraft:blockTaint:2, 血肉方块
Thaumcraft:blockTaintFibres:0, 腐化草丛
Thaumcraft:blockTaintFibres:1, 腐化草地
Thaumcraft:blockTaintFibres:2, 腐化植物
Thaumcraft:blockTaintFibres:3, 孢子梗
Thaumcraft:blockCosmeticOpaque:0, 琥珀方块
Thaumcraft:blockCosmeticOpaque:1, 琥珀砖块
Thaumcraft:blockCosmeticOpaque:2, 守卫者玻璃
Thaumcraft:blockCosmeticSolid:0, 黑曜石图腾
Thaumcraft:blockCosmeticSolid:1, 黑曜石瓦块
Thaumcraft:blockCosmeticSolid:2, 旅行者铺路石
Thaumcraft:blockCosmeticSolid:3, 守卫者铺路石
Thaumcraft:blockCosmeticSolid:4, 神秘方块
Thaumcraft:blockCosmeticSolid:5, 油脂方块
Thaumcraft:blockCosmeticSolid:6, 奥术石块
Thaumcraft:blockCosmeticSolid:7, 奥术石砖
Thaumcraft:blockCosmeticSolid:8, 蕴灵黑曜石图腾
Thaumcraft:blockCosmeticSolid:9, 傀儡脚镣
Thaumcraft:blockCosmeticSolid:11, 荒古石头
Thaumcraft:blockCosmeticSolid:12, 荒古岩石
Thaumcraft:blockCosmeticSolid:14, 陈年石头
Thaumcraft:blockCosmeticSolid:15, 荒古石座
minecraft:iron_horse_armor, 铁马铠
minecraft:golden_horse_armor, 金马铠
minecraft:diamond_horse_armor, 钻石马铠
minecraft:lead, 拴绳
minecraft:name_tag, 命名牌
minecraft:command_block_minecart, 命令方块矿车
Thaumcraft:blockCrystal:0, 风之魔晶
Thaumcraft:blockCrystal:1, 火之魔晶
Thaumcraft:blockCrystal:2, 水之魔晶
Thaumcraft:blockCrystal:3, 地之魔晶
Thaumcraft:blockCrystal:4, 秩序魔晶
Thaumcraft:blockCrystal:5, 混沌魔晶
Thaumcraft:blockCrystal:6, 复相魔晶
Thaumcraft:blockTube:0, 源质管道
Thaumcraft:blockTube:1, 源质阀门
Thaumcraft:blockTube:2, 奥法离心机
Thaumcraft:blockTube:3, 过滤源质管道
Thaumcraft:blockTube:4, 源质缓存器
Thaumcraft:blockTube:5, 限定源质管道
Thaumcraft:blockTube:6, 定向源质管道
Thaumcraft:blockTube:7, 源质结晶器
Thaumcraft:blockMetalDevice:0, 坩埚
Thaumcraft:blockMetalDevice:1, 奥术蒸馏器
Thaumcraft:blockMetalDevice:5, 物品格栅
Thaumcraft:blockMetalDevice:7, 奥术灯
Thaumcraft:blockMetalDevice:8, 催生灯
Thaumcraft:blockMetalDevice:13, 育种灯
Thaumcraft:blockMetalDevice:9, 炼金构材
Thaumcraft:blockMetalDevice:3, 高级炼金构材
Thaumcraft:blockMetalDevice:12, 记忆矩阵
Thaumcraft:blockMetalDevice:14, 魔力中继器
Thaumcraft:blockMetalDevice:2, 魔力充能中继器
Thaumcraft:blockWoodenDevice:0, 奥术风箱
Thaumcraft:blockWoodenDevice:1, 奥术之耳
Thaumcraft:blockWoodenDevice:2, 奥术压力盘
Thaumcraft:blockWoodenDevice:4, 奥术钻探机基座
Thaumcraft:blockWoodenDevice:5, 奥术钻探机
Thaumcraft:blockWoodenDevice:6, 宏伟之树木板
Thaumcraft:blockWoodenDevice:7, 银树木板
Thaumcraft:blockWoodenDevice:8, 血腥教徒旗帜
Thaumcraft:blockWoodenDevice:8, 白色旗帜
Thaumcraft:blockWoodenDevice:8, 橙色旗帜
Thaumcraft:blockWoodenDevice:8, 品红色旗帜
Thaumcraft:blockWoodenDevice:8, 浅蓝色旗帜
Thaumcraft:blockWoodenDevice:8, 黄色旗帜
Thaumcraft:blockWoodenDevice:8, 柠檬色旗帜
Thaumcraft:blockWoodenDevice:8, 粉色旗帜
Thaumcraft:blockWoodenDevice:8, 灰色旗帜
Thaumcraft:blockWoodenDevice:8, 浅灰色旗帜
Thaumcraft:blockWoodenDevice:8, 青色旗帜
Thaumcraft:blockWoodenDevice:8, 紫色旗帜
Thaumcraft:blockWoodenDevice:8, 蓝色旗帜
Thaumcraft:blockWoodenDevice:8, 棕色旗帜
Thaumcraft:blockWoodenDevice:8, 绿色旗帜
Thaumcraft:blockWoodenDevice:8, 红色旗帜
Thaumcraft:blockWoodenDevice:8, 黑色旗帜
Thaumcraft:blockStoneDevice:0, 炼金炉
Thaumcraft:blockStoneDevice:1, 奥术基座
Thaumcraft:blockStoneDevice:2, 符文矩阵
Thaumcraft:blockStoneDevice:5, 法杖充能基座
Thaumcraft:blockStoneDevice:8, 复合充能核心
Thaumcraft:blockStoneDevice:9, 节点稳定器
Thaumcraft:blockStoneDevice:10, 高级节点稳定器
Thaumcraft:blockStoneDevice:11, 节点换能器
Thaumcraft:blockStoneDevice:12, 奥术浴场
Thaumcraft:blockStoneDevice:13, 核心镶饰台
Thaumcraft:blockStoneDevice:14, 咒波洗涤器
Thaumcraft:blockMirror:0, 魔镜
Thaumcraft:blockMirror:6, 源质之镜
Thaumcraft:blockTable:0, 台桌
Thaumcraft:blockTable:14, 解构工作台
Thaumcraft:blockTable:15, 奥术工作台
Thaumcraft:blockChestHungry, 饕餮箱子
Thaumcraft:blockArcaneDoor, 奥能之扉
Thaumcraft:blockLifter, 奥术悬浮台
Thaumcraft:blockMagicBox, tile.blockMagicBox.name
Thaumcraft:blockAlchemyFurnace, 荒古炼金炉
Thaumcraft:blockJar:0, 源质罐子
Thaumcraft:blockJar:1, 缸中之脑
Thaumcraft:blockJar:3, 虚空罐子
Thaumcraft:blockCandle:0, 白色油脂蜡烛
Thaumcraft:blockCandle:1, 橙色油脂蜡烛
Thaumcraft:blockCandle:2, 品红色油脂蜡烛
Thaumcraft:blockCandle:3, 浅蓝色油脂蜡烛
Thaumcraft:blockCandle:4, 黄色油脂蜡烛
Thaumcraft:blockCandle:5, 柠檬色油脂蜡烛
Thaumcraft:blockCandle:6, 粉色油脂蜡烛
Thaumcraft:blockCandle:7, 灰色油脂蜡烛
Thaumcraft:blockCandle:8, 浅灰色油脂蜡烛
Thaumcraft:blockCandle:9, 青色油脂蜡烛
Thaumcraft:blockCandle:10, 紫色油脂蜡烛
Thaumcraft:blockCandle:11, 蓝色油脂蜡烛
Thaumcraft:blockCandle:12, 棕色油脂蜡烛
Thaumcraft:blockCandle:13, 绿色油脂蜡烛
Thaumcraft:blockCandle:14, 红色油脂蜡烛
Thaumcraft:blockCandle:15, 黑色油脂蜡烛
Thaumcraft:blockEldritch:4, 发光荒古石头
Thaumcraft:blockAiry:0, 灵气节点
Thaumcraft:blockManaPod, tile.blockManaPod.name
Thaumcraft:blockArcaneFurnace, 炼狱熔炉
Thaumcraft:blockWarded, tile.blockWarded.name
Thaumcraft:blockHole, 隙间
Thaumcraft:blockPortalEldritch, 邪术传送门
Thaumcraft:blockEssentiaReservoir:0, 源质库
Thaumcraft:blockEldritchNothing, tile.blockPortalNothing.name
Thaumcraft:blockStairsArcaneStone, 奥术楼梯
Thaumcraft:blockStairsGreatwood, 宏伟之木楼梯
Thaumcraft:blockStairsSilverwood, 银树楼梯
Thaumcraft:blockStairsEldritch, 荒古楼梯
Thaumcraft:blockCosmeticSlabWood:0, 宏伟之木台阶
Thaumcraft:blockCosmeticSlabWood:1, 银树台阶
Thaumcraft:blockCosmeticSlabStone:0, 奥术台阶
Thaumcraft:blockCosmeticSlabStone:1, 荒古台阶
Thaumcraft:blockCosmeticDoubleSlabWood, tile.blockCosmeticDoubleSlabWood.name
Thaumcraft:blockCosmeticDoubleSlabStone, tile.blockCosmeticDoubleSlabStone.name
Thaumcraft:blockLootUrn:0, 古旧之瓮
Thaumcraft:blockLootUrn:1, 古旧之瓮
Thaumcraft:blockLootUrn:2, 古旧之瓮
Thaumcraft:blockLootCrate:0, 废弃箱子
Thaumcraft:blockLootCrate:1, 废弃箱子
Thaumcraft:blockLootCrate:2, 废弃箱子
IC2:blockOreCopper, ic2.blockOreCopper.name
IC2:blockOreTin, ic2.blockOreTin.name
IC2:blockOreUran, ic2.blockOreUran.name
IC2:blockOreLead, ic2.blockOreLead.name
IC2:blockRubWood, ic2.blockRubWood.name
IC2:blockRubLeaves, ic2.blockRubLeaves.name
IC2:blockRubSapling, ic2.blockRubSapling.name
IC2:blockHarz, ic2.blockHarz.name
IC2:blockRubber, ic2.blockRubber.name
IC2:blockFenceIron, ic2.blockFenceIron.name
IC2:blockAlloy, ic2.blockAlloy.name
IC2:blockBasalt, ic2.blockBasalt.name
IC2:blockAlloyGlass, ic2.blockAlloyGlass.name
IC2:blockDoorAlloy, tile.blockDoorAlloy.name
IC2:blockReinforcedFoam, ic2.blockReinforcedFoam.name
IC2:blockFoam, ic2.blockFoam.name
IC2:blockWall, ic2.blockWall.name
IC2:blockScaffold, ic2.blockScaffold.name
IC2:blockIronScaffold, ic2.blockIronScaffold.name
IC2:blockMetal:0, ic2.blockMetalCopper
IC2:blockMetal:1, ic2.blockMetalTin
IC2:blockMetal:2, ic2.blockMetalBronze
IC2:blockMetal:3, ic2.blockMetalUranium
IC2:blockMetal:4, ic2.blockMetalLead
IC2:blockMetal:5, ic2.blockMetalAdvIron
IC2:blockCable, ic2.blockCable.name
IC2:blockKineticGenerator:0, ic2.blockWindKineticGenerator
IC2:blockKineticGenerator:1, ic2.blockSteamKineticGenerator
IC2:blockKineticGenerator:2, ic2.blockElectricKineticGenerator
IC2:blockKineticGenerator:3, ic2.blockManualKineticGenerator
IC2:blockKineticGenerator:4, ic2.blockWaterKineticGenerator
IC2:blockKineticGenerator:5, ic2.blockStirlingKineticGenerator
IC2:blockHeatGenerator:0, ic2.blockSolidHeatGenerator
IC2:blockHeatGenerator:1, ic2.blockFluidHeatGenerator
IC2:blockHeatGenerator:2, ic2.blockRTHeatGenerator
IC2:blockHeatGenerator:3, ic2.blockElectricHeatGenerator
IC2:blockGenerator:0, ic2.blockGenerator
IC2:blockGenerator:1, ic2.blockGeoGenerator
IC2:blockGenerator:2, ic2.blockWaterGenerator
IC2:blockGenerator:3, ic2.blockSolarGenerator
IC2:blockGenerator:4, ic2.blockWindGenerator
IC2:blockGenerator:5, ic2.blockNuclearReactor
IC2:blockGenerator:6, ic2.blockRTGenerator
IC2:blockGenerator:7, ic2.blockSemifluidGenerator
IC2:blockGenerator:8, ic2.blockStirlingGenerator
IC2:blockGenerator:9, ic2.blockKineticGenerator
IC2:blockReactorChamber, ic2.blockReactorChamber.name
IC2:blockReactorFluidPort, ic2.blockReactorFluidPort.name
IC2:blockReactorAccessHatch, ic2.blockReactorAccessHatch.name
IC2:blockReactorRedstonePort, ic2.blockReactorRedstonePort.name
IC2:blockreactorvessel, ic2.blockreactorvessel.name
IC2:blockElectric:3, ic2.blockTransformerLV
IC2:blockElectric:4, ic2.blockTransformerMV
IC2:blockElectric:5, ic2.blockTransformerHV
IC2:blockElectric:6, ic2.blockTransformerEV
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockElectric:0, ic2.blockBatBox
IC2:blockElectric:7, ic2.blockCESU
IC2:blockElectric:1, ic2.blockMFE
IC2:blockElectric:2, ic2.blockMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockChargepad:0, ic2.blockChargepadBatBox
IC2:blockChargepad:1, ic2.blockChargepadCESU
IC2:blockChargepad:2, ic2.blockChargepadMFE
IC2:blockChargepad:3, ic2.blockChargepadMFSU
IC2:blockMachine:0, ic2.blockMachine
IC2:blockMachine:1, ic2.blockIronFurnace
IC2:blockMachine:2, ic2.blockElecFurnace
IC2:blockMachine:3, ic2.blockMacerator
IC2:blockMachine:4, ic2.blockExtractor
IC2:blockMachine:5, ic2.blockCompressor
IC2:blockMachine:6, ic2.blockCanner
IC2:blockMachine:7, ic2.blockMiner
IC2:blockMachine:8, ic2.blockPump
IC2:blockMachine:9, ic2.blockMagnetizer
IC2:blockMachine:10, ic2.blockElectrolyzer
IC2:blockMachine:11, ic2.blockRecycler
IC2:blockMachine:12, ic2.blockAdvMachine
IC2:blockMachine:13, ic2.blockInduction
IC2:blockMachine:14, ic2.blockMatter
IC2:blockMachine:15, ic2.blockTerra
IC2:blockMachine2:0, ic2.blockTeleporter
IC2:blockMachine2:1, ic2.blockTesla
IC2:blockMachine2:2, ic2.blockCropmatron
IC2:blockMachine2:3, ic2.blockCentrifuge
IC2:blockMachine2:4, ic2.blockMetalFormer
IC2:blockMachine2:5, ic2.blockOreWashingPlant
IC2:blockMachine2:6, ic2.blockPatternStorage
IC2:blockMachine2:7, ic2.blockScanner
IC2:blockMachine2:8, ic2.blockReplicator
IC2:blockMachine2:9, ic2.blockSolidCanner
IC2:blockMachine2:10, ic2.blockFluidBottler
IC2:blockMachine2:11, ic2.blockAdvMiner
IC2:blockMachine2:12, ic2.blockLiquidHeatExchanger
IC2:blockMachine2:13, ic2.blockFermenter
IC2:blockMachine2:14, ic2.blockFluidRegulator
IC2:blockMachine2:15, ic2.blockCondenser
IC2:blockMachine3:0, ic2.blockSteamGenerator
IC2:blockMachine3:1, ic2.blockBlastFurnace
IC2:blockMachine3:2, ic2.blockBlockCutter
IC2:blockMachine3:3, ic2.blockSolarDestiller
IC2:blockMachine3:4, ic2.blockFluidDistributor
IC2:blockMachine3:5, ic2.blockSortingMachine
IC2:blockMachine3:6, ic2.blockItemBuffer
IC2:blockMachine3:7, ic2.blockCropHavester
IC2:blockMachine3:8, ic2.blockLathe
IC2:blockLuminatorDark, ic2.blockLuminatorDark.name
IC2:blockLuminator, ic2.blockLuminator.name
IC2:blockMiningPipe, ic2.blockMiningPipe.name
IC2:blockMiningTip, ic2.blockMiningTip.name
IC2:blockPersonal:0, ic2.blockPersonalChest
IC2:blockPersonal:1, ic2.blockPersonalTrader
IC2:blockPersonal:2, ic2.blockPersonalTraderEnergy
IC2:blockITNT, ic2.blockITNT.name
IC2:blockNuke, ic2.blockNuke.name
IC2:blockDynamite, ic2.blockDynamite.name
IC2:blockDynamiteRemote, ic2.blockDynamiteRemote.name
IC2:blockCrop, ic2.blockCrop.name
IC2:blockBarrel, ic2.blockBarrel.name
IC2:fluidUuMatter, ic2.fluidUuMatter.name
IC2:fluidConstructionFoam, ic2.fluidConstructionFoam.name
IC2:fluidCoolant, ic2.fluidCoolant.name
IC2:fluidHotCoolant, ic2.fluidHotCoolant.name
IC2:fluidPahoehoeLava, ic2.fluidPahoehoeLava.name
IC2:fluidBiomass, ic2.fluidBiomass.name
IC2:fluidBiogas, ic2.fluidBiogas.name
IC2:fluidDistilledWater, ic2.fluidDistilledWater.name
IC2:fluidSuperheatedSteam, ic2.fluidSuperheatedSteam.name
IC2:fluidSteam, ic2.fluidSteam.name
IC2:fluidHotWater, ic2.fluidHotWater.name
Railcraft:fluid.creosote, 杂酚油
Railcraft:fluid.steam, 蒸汽
Railcraft:residual.heat, 残余热量
Railcraft:cube:0, 焦煤方块
Railcraft:cube:9, 铜块
Railcraft:cube:10, 锡块
Railcraft:cube:11, 铅块
Railcraft:cube:2, 钢块
Railcraft:cube:1, 混凝土块
Railcraft:cube:8, 杂酚油木方块
Railcraft:cube:4, 碎黑曜石
Railcraft:cube:6, 深渊砖块
Railcraft:cube:7, 采掘砖块
Railcraft:anvil:0, 钢砧
Railcraft:anvil:1, 裂纹钢砧
Railcraft:anvil:2, 碎裂钢砧
Railcraft:machine.alpha:7, 焦炉砖
Railcraft:machine.alpha:12, 高炉砖
Railcraft:machine.alpha:3, 蒸汽炉
Railcraft:machine.alpha:14, 蓄水器壁板
Railcraft:machine.alpha:8, 辊压机
Railcraft:machine.alpha:15, 碎石机
Railcraft:machine.alpha:11, 饲育站
Railcraft:machine.alpha:6, 贸易站
Railcraft:machine.alpha:0, 世界锚
Railcraft:machine.alpha:2, 个人锚
Railcraft:machine.alpha:13, 被动锚
Railcraft:machine.alpha:4, 管理员锚
Railcraft:machine.alpha:1, 蒸汽涡轮机壳
Railcraft:machine.alpha:5, 发烟器
Railcraft:machine.alpha:9, 手动蒸汽陷阱
Railcraft:machine.alpha:10, 自动蒸汽陷阱
Railcraft:machine.beta:0, 铁质蓄水器壁板
Railcraft:machine.beta:1, 铁质蓄水器量计
Railcraft:machine.beta:2, 铁质蓄水器阀门
Railcraft:machine.beta:13, 钢质蓄水器壁板
Railcraft:machine.beta:14, 钢制蓄水器量计
Railcraft:machine.beta:15, 钢质蓄水器阀门
Railcraft:machine.beta:5, 固态燃料燃烧室
Railcraft:machine.beta:6, 液态燃料燃烧室
Railcraft:machine.beta:3, 低压锅炉
Railcraft:machine.beta:4, 高压锅炉
Railcraft:machine.beta:7, 民科蒸汽引擎
Railcraft:machine.beta:8, 商用蒸汽引擎
Railcraft:machine.beta:9, 工业蒸汽引擎
Railcraft:machine.beta:10, 拱卫之锚
Railcraft:machine.beta:11, 虚空箱子
Railcraft:machine.beta:12, 金属箱子
Railcraft:track:4767, 转辙轨道
Railcraft:track:2144, Y型轨道
Railcraft:track:0, 交接轨道
Railcraft:track:0, 控制轨道
Railcraft:track:20176, 封锁轨道
Railcraft:track:23575, 驻车轨道
Railcraft:track:0, 乘车轨道
Railcraft:track:0, 耦合轨道
Railcraft:track:0, 机车鸣笛轨道
Railcraft:track:30516, 机车调整轨道
Railcraft:track:16093, 机车限速轨道
Railcraft:track:0, 路由轨道
Railcraft:track:32363, 缓停轨道
Railcraft:track:30946, 单向轨道
Railcraft:track:0, 方向感应轨道
Railcraft:track:0, 单向门控轨道
Railcraft:track:19746, 门控轨道
Railcraft:track:0, 悬浮轨道
Railcraft:track:2264, 倾倒轨道
Railcraft:track:736, 木质轨道
Railcraft:track:0, 木质推进轨道
Railcraft:track:0, 木质交接轨道
Railcraft:track:19986, 木质转辙轨道
Railcraft:track:0, 木质Y型轨道
Railcraft:track:0, 强化轨道
Railcraft:track:0, 强化推进轨道
Railcraft:track:764, 强化交接轨道
Railcraft:track:0, 强化转辙轨道
Railcraft:track:0, 强化Y型轨道
Railcraft:track:0, 电力轨道
Railcraft:track:0, 电力交接轨道
Railcraft:track:10488, 电力转辙轨道
Railcraft:track:0, 电力Y型轨道
Railcraft:track:816, 高速轨道
Railcraft:track:0, 高速推进轨道
Railcraft:track:26865, 高速过渡轨道
Railcraft:track:7916, 高速转辙轨道
Railcraft:track:0, 高速Y型轨道
Railcraft:track:8103, 引爆轨道
Railcraft:track:0, 发射轨道
Railcraft:track.elevator, 升降轨道
Railcraft:signal:4, 转辙拉杆
Railcraft:signal:2, 转辙马达
Railcraft:signal:5, 路由转辙马达
Railcraft:signal:3, 信号盒
Railcraft:signal:11, 远程信号
Railcraft:signal:1, 双头信号盒
Railcraft:signal:12, 双头远程信号
Railcraft:signal:13, 信号中继盒
Railcraft:signal:8, 信号接收盒
Railcraft:signal:9, 信号控制盒
Railcraft:signal:10, 模拟信号控制盒
Railcraft:signal:7, 信号计数盒
Railcraft:signal:6, 信号同步盒
Railcraft:signal:0, 信号互锁盒
Railcraft:brick.abyssal:0, 深渊砖
Railcraft:brick.abyssal:1, 匀称深渊方块
Railcraft:brick.abyssal:2, 深渊方块
Railcraft:brick.abyssal:3, 雕琢深渊方块
Railcraft:brick.abyssal:4, 蚀刻深渊方块
Railcraft:brick.abyssal:5, 深渊圆石
Railcraft:brick.bleachedbone:0, 白骨砖
Railcraft:brick.bleachedbone:1, 匀称白骨方块
